ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,RA_DEG,DEC_DEG,SEMI_MAJ_ARCSEC,SEMI_MIN_ARCSEC
1267,24d10m44.8s,15d48m6.6s,26,26,26,0,4,-113,1.84,24.179111111111112,15.801833333333335,0.5450086343927342,0.5450086343927342
1268,24d10m44.8s,15d46m27.0s,17,17,17,0,4,-73,1.14,24.179111111111112,15.774166666666668,0.35635179941063394,0.35635179941063394
1269,24d10m45.0s,15d47m16.3s,82,82,82,0,4,-10,2.44,24.179166666666667,15.787861111111111,1.7188733853924696,1.7188733853924696
1270,24d10m45.1s,15d46m13.4s,15,11,14,0,4,154,0.9,24.179194444444445,15.77038888888889,0.3144280583035005,0.2305805760892337
1271,24d10m45.1s,15d46m57.7s,90,46,75,40,4,-174,1.13,24.179194444444445,15.782694444444445,1.886568349821003,0.9642460454640682
1272,24d10m45.2s,15d46m46.5s,14,14,14,0,4,-157,0.91,24.179222222222222,15.779583333333335,0.2934661877499338,0.2934661877499338
1273,24d10m45.2s,15d46m57.1s,14,14,14,0,4,13,1.57,24.179222222222222,15.782527777777778,0.2934661877499338,0.2934661877499338
1274,24d10m45.2s,15d47m28.2s,21,15,19,5,4,8,1.55,24.179222222222222,15.791166666666667,0.44019928162490074,0.3144280583035005
1275,24d10m45.3s,15d47m27.7s,45,45,45,0,2,164,3.8,24.17925,15.791027777777778,0.9432841749105015,0.9432841749105015
1276,24d10m45.3s,15d48m18.6s,23,22,23,90,4,-161,1.43,24.17925,15.805166666666667,0.4821230227320341,0.4611611521784674
1277,24d10m45.3s,15d46m37.6s,33,33,33,0,1,-77,4.62,24.17925,15.777111111111111,0.6917417282677011,0.6917417282677011
1278,24d10m45.3s,15d48m36.2s,45,44,45,0,4,-168,1.3,24.17925,15.810055555555556,0.9432841749105015,0.9223223043569349
1279,24d10m45.5s,15d46m41.4s,10,9,10,0,4,153,0.92,24.17930555555556,15.778166666666667,0.20961870553566703,0.1886568349821003
1280,24d10m45.5s,15d46m57.4s,21,16,19,-40,4,-169,1.25,24.17930555555556,15.782611111111112,0.44019928162490074,0.3353899288570672
1281,24d10m45.6s,15d46m42.8s,13,12,13,90,4,-170,1.23,24.179333333333336,15.778555555555556,0.2725043171963671,0.2515424466428004
1282,24d10m45.6s,15d46m43.7s,17,14,16,0,4,-168,1.28,24.179333333333336,15.778805555555556,0.35635179941063394,0.2934661877499338
1283,24d10m45.6s,15d46m42.1s,38,28,34,50,4,-23,1.38,24.179333333333336,15.778361111111112,0.7965510810355346,0.5869323754998677
1284,24d10m45.6s,15d47m22.9s,30,30,30,0,1,31,5.23,24.179333333333336,15.789694444444445,0.628856116607001,0.628856116607001
1285,24d10m45.7s,15d48m49.0s,37,37,37,0,4,-167,1.09,24.179361111111113,15.813611111111111,0.7755892104819679,0.7755892104819679
1286,24d10m45.7s,15d46m48.5s,13,13,13,0,4,-153,0.93,24.179361111111113,15.78013888888889,0.2725043171963671,0.2725043171963671
1287,24d10m45.7s,15d46m56.9s,54,54,54,0,2,-135,2.24,24.179361111111113,15.782472222222223,1.131941009892602,1.131941009892602
1288,24d10m46.1s,15d47m43.8s,35,35,35,0,2,-214,5.23,24.179472222222223,15.7955,0.7336654693748346,0.7336654693748346
1289,24d10m46.2s,15d45m13.3s,62,50,58,90,4,6,1.54,24.1795,15.753694444444445,1.2996359743211354,1.048093527678335
1290,24d10m46.2s,15d47m26.7s,81,81,81,0,4,72,2.93,24.1795,15.79075,1.697911514838903,1.697911514838903
1291,24d10m46.3s,15d46m3.0s,17,13,16,0,4,-28,1.37,24.17952777777778,15.7675,0.35635179941063394,0.2725043171963671
1292,24d10m46.3s,15d47m22.1s,28,28,28,0,2,-36,2.74,24.17952777777778,15.789472222222223,0.5869323754998677,0.5869323754998677
1293,24d10m46.4s,15d47m55.0s,24,22,24,90,4,-158,1.38,24.179555555555556,15.79861111111111,0.5030848932856008,0.4611611521784674
1294,24d10m46.5s,15d46m39.9s,27,27,27,0,2,-248,5.0,24.179583333333333,15.777750000000001,0.565970504946301,0.565970504946301
1295,24d10m46.5s,15d45m18.3s,16,11,14,90,4,-160,1.29,24.179583333333333,15.755083333333333,0.3353899288570672,0.2305805760892337
1296,24d10m46.6s,15d46m42.9s,19,19,19,0,2,-236,5.07,24.17961111111111,15.778583333333334,0.3982755405177673,0.3982755405177673
1297,24d10m46.6s,15d45m16.7s,35,33,34,0,4,23,1.64,24.17961111111111,15.75463888888889,0.7336654693748346,0.6917417282677011
1298,24d10m46.9s,15d47m28.9s,25,25,25,0,2,-217,5.18,24.179694444444447,15.791361111111112,0.5240467638391675,0.5240467638391675
1299,24d10m47.0s,15d45m14.3s,16,15,16,90,4,-16,1.44,24.179722222222225,15.753972222222222,0.3353899288570672,0.3144280583035005
1300,24d10m47.1s,15d47m23.3s,19,19,19,0,4,3,1.51,24.179750000000002,15.789805555555555,0.3982755405177673,0.3982755405177673
1301,24d10m47.2s,15d47m25.1s,17,14,16,90,4,37,1.71,24.17977777777778,15.790305555555555,0.35635179941063394,0.2934661877499338
1302,24d10m47.5s,15d47m30.4s,27,18,24,-40,4,-150,1.36,24.179861111111112,15.791777777777778,0.565970504946301,0.3773136699642006
1303,24d10m47.5s,15d46m41.6s,20,19,20,0,4,20,1.62,24.179861111111112,15.778222222222222,0.41923741107133405,0.3982755405177673
1304,24d10m47.6s,15d47m27.8s,14,13,14,0,4,143,1.07,24.17988888888889,15.791055555555555,0.2934661877499338,0.2725043171963671
1305,24d10m47.6s,15d46m53.0s,54,54,54,0,2,49,3.21,24.17988888888889,15.78138888888889,1.131941009892602,1.131941009892602
1306,24d10m47.7s,15d48m5.1s,20,20,20,0,4,-7,2.46,24.179916666666667,15.801416666666668,0.41923741107133405,0.41923741107133405
1307,24d10m47.9s,15d46m14.1s,13,13,13,0,4,-148,1.35,24.179972222222222,15.770583333333335,0.2725043171963671,0.2725043171963671
1308,24d10m47.9s,15d46m42.3s,45,45,45,0,4,-121,1.7,24.179972222222222,15.778416666666667,0.9432841749105015,0.9432841749105015
1309,24d10m48.0s,15d46m32.4s,27,27,27,0,2,-16,2.87,24.18,15.775666666666668,0.565970504946301,0.565970504946301
1310,24d10m48.3s,15d47m57.3s,21,20,20,90,4,4,1.53,24.180083333333336,15.79925,0.44019928162490074,0.41923741107133405
1311,24d10m48.3s,15d47m25.0s,46,46,46,0,4,14,1.6,24.180083333333336,15.790277777777778,0.9642460454640682,0.9642460454640682
1312,24d10m48.4s,15d47m26.7s,238,185,220,-65,2,77,3.36,24.180111111111113,15.79075,4.988925191748875,3.8779460524098397
1313,24d10m48.7s,15d48m8.1s,92,55,79,0,4,149,3.34,24.180194444444446,15.80225,1.9284920909281364,1.1529028804461687
1314,24d10m48.9s,15d45m54.7s,23,22,23,90,4,-25,1.39,24.18025,15.765194444444445,0.4821230227320341,0.4611611521784674
1315,24d10m49.0s,15d47m20.0s,18,14,17,0,4,40,1.72,24.18027777777778,15.78888888888889,0.3773136699642006,0.2934661877499338
1316,24d10m49.2s,15d47m29.5s,18,18,18,0,4,-2,2.48,24.180333333333333,15.791527777777778,0.3773136699642006,0.3773136699642006
1317,24d10m49.2s,15d46m14.3s,14,13,14,0,4,-125,1.1,24.180333333333333,15.77063888888889,0.2934661877499338,0.2725043171963671
1318,24d10m49.2s,15d46m56.2s,17,17,17,0,4,-92,1.09,24.180333333333333,15.782277777777779,0.35635179941063394,0.35635179941063394
1319,24d10m49.2s,15d47m5.4s,27,27,27,0,2,-114,2.38,24.180333333333333,15.784833333333333,0.565970504946301,0.565970504946301
1320,24d10m49.3s,15d47m45.5s,56,29,47,60,4,75,2.92,24.18036111111111,15.795972222222222,1.1738647509997353,0.6078942460534343
1321,24d10m49.7s,15d46m4.4s,52,52,52,0,2,172,3.86,24.180472222222225,15.767888888888889,1.0900172687854683,1.0900172687854683
1322,24d10m49.7s,15d48m18.7s,31,31,31,0,4,-90,1.11,24.180472222222225,15.805194444444446,0.6498179871605677,0.6498179871605677
1323,24d10m49.8s,15d47m4.8s,42,39,41,90,4,12,1.58,24.180500000000002,15.784666666666666,0.8803985632498015,0.8175129515891013
1324,24d10m49.8s,15d47m25.0s,22,22,22,0,4,-19,1.42,24.180500000000002,15.790277777777778,0.4611611521784674,0.4611611521784674
1325,24d10m49.8s,15d47m20.1s,42,42,42,0,4,-1,1.52,24.180500000000002,15.788916666666667,0.8803985632498015,0.8803985632498015
1326,24d10m49.9s,15d47m23.2s,11,11,11,0,4,-21,1.42,24.18052777777778,15.789777777777777,0.2305805760892337,0.2305805760892337
1327,24d10m50.0s,15d47m19.7s,71,49,63,90,4,-127,1.49,24.180555555555557,15.788805555555555,1.488292809303236,1.0271316571247684
1328,24d10m50.1s,15d46m40.1s,54,54,54,0,4,14,2.56,24.180583333333335,15.777805555555556,1.131941009892602,1.131941009892602
1329,24d10m50.4s,15d46m13.0s,13,13,13,0,4,-116,1.16,24.180666666666667,15.770277777777778,0.2725043171963671,0.2725043171963671
1330,24d10m50.5s,15d46m55.7s,40,40,40,0,1,4,5.19,24.180694444444445,15.78213888888889,0.8384748221426681,0.8384748221426681
1331,24d10m51.0s,15d48m47.3s,28,28,28,0,2,-3,2.95,24.180833333333336,15.81313888888889,0.5869323754998677,0.5869323754998677
1332,24d10m51.1s,15d47m58.0s,67,47,60,80,4,145,3.3,24.180861111111113,15.799444444444445,1.404445327088969,0.9852079160176349
1333,24d10m51.1s,15d45m56.3s,26,23,25,90,4,-115,1.59,24.180861111111113,15.765638888888889,0.5450086343927342,0.4821230227320341
1334,24d10m51.1s,15d46m38.2s,16,16,16,0,4,-106,1.67,24.180861111111113,15.777277777777778,0.3353899288570672,0.3353899288570672
1335,24d10m51.4s,15d46m36.0s,15,15,15,0,4,-104,1.71,24.180944444444446,15.776666666666667,0.3144280583035005,0.3144280583035005
1336,24d10m51.4s,15d46m34.9s,18,18,18,0,4,29,1.67,24.180944444444446,15.776361111111111,0.3773136699642006,0.3773136699642006
1337,24d10m51.7s,15d47m25.9s,25,22,24,0,4,-109,1.56,24.18102777777778,15.790527777777777,0.5240467638391675,0.4611611521784674
1338,24d10m52.2s,15d46m40.4s,24,22,24,90,4,-98,1.72,24.18116666666667,15.77788888888889,0.5030848932856008,0.4611611521784674
1339,24d10m52.2s,15d46m35.5s,24,23,24,90,4,-109,1.54,24.18116666666667,15.776527777777778,0.5030848932856008,0.4821230227320341
1340,24d10m52.3s,15d46m41.2s,22,22,22,0,4,-44,1.29,24.181194444444447,15.778111111111112,0.4611611521784674,0.4611611521784674
1341,24d10m52.4s,15d47m10.2s,41,39,40,90,4,-100,1.68,24.181222222222225,15.786166666666666,0.8594366926962348,0.8175129515891013
1342,24d10m52.5s,15d46m36.9s,19,19,19,0,4,34,1.7,24.181250000000002,15.776916666666667,0.3982755405177673,0.3982755405177673
1343,24d10m52.5s,15d47m26.0s,19,19,19,0,4,-47,1.29,24.181250000000002,15.790555555555555,0.3982755405177673,0.3982755405177673
1344,24d10m52.6s,15d47m9.5s,21,21,21,0,2,108,3.54,24.18127777777778,15.785972222222222,0.44019928162490074,0.44019928162490074
1345,24d10m52.6s,15d48m10.7s,18,17,18,90,4,-104,1.55,24.18127777777778,15.802972222222223,0.3773136699642006,0.35635179941063394
1346,24d10m53.0s,15d46m41.9s,39,39,39,0,4,67,2.85,24.18138888888889,15.778305555555557,0.8175129515891013,0.8175129515891013
1347,24d10m53.2s,15d46m7.5s,22,22,22,0,2,80,3.4,24.181444444444445,15.76875,0.4611611521784674,0.4611611521784674
1348,24d10m53.6s,15d48m7.3s,50,50,50,0,4,-11,2.36,24.18155555555556,15.802027777777779,1.048093527678335,1.048093527678335
1349,24d10m53.7s,15d46m19.4s,42,42,42,0,1,-184,4.25,24.181583333333336,15.772055555555557,0.8803985632498015,0.8803985632498015
1350,24d10m53.8s,15d48m26.0s,28,28,28,0,2,159,3.81,24.181611111111113,15.807222222222222,0.5869323754998677,0.5869323754998677
1351,24d10m54.0s,15d48m16.2s,25,25,25,0,1,-154,4.41,24.18166666666667,15.8045,0.5240467638391675,0.5240467638391675
1352,24d10m54.0s,15d48m29.5s,10,10,10,90,4,49,1.78,24.18166666666667,15.808194444444446,0.20961870553566703,0.20961870553566703
1353,24d10m54.3s,15d47m26.7s,20,20,20,0,1,-173,4.32,24.18175,15.79075,0.41923741107133405,0.41923741107133405
1354,24d10m54.3s,15d48m27.4s,27,27,27,0,2,103,3.52,24.18175,15.807611111111111,0.565970504946301,0.565970504946301
1355,24d10m54.4s,15d48m9.7s,22,22,22,0,2,112,3.57,24.18177777777778,15.802694444444445,0.4611611521784674,0.4611611521784674
1356,24d10m54.5s,15d48m10.8s,17,17,17,0,4,-11,1.48,24.181805555555556,15.803,0.35635179941063394,0.35635179941063394
1357,24d10m54.5s,15d47m15.3s,256,154,222,-79,4,-87,1.71,24.181805555555556,15.787583333333334,5.366238861713075,3.228128065249272
1358,24d10m54.6s,15d46m38.4s,167,114,149,0,4,39,1.74,24.181833333333334,15.777333333333335,3.500632382445639,2.389653243106604
1359,24d10m54.6s,15d47m24.7s,11,11,11,90,4,51,1.79,24.181833333333334,15.790194444444444,0.2305805760892337,0.2305805760892337
1360,24d10m54.6s,15d47m26.6s,32,32,32,0,2,3,2.98,24.181833333333334,15.790722222222222,0.6707798577141344,0.6707798577141344
1361,24d10m55.1s,15d47m57.0s,39,39,39,0,1,-187,4.27,24.181972222222225,15.799166666666666,0.8175129515891013,0.8175129515891013
1362,24d10m55.2s,15d48m26.0s,18,16,17,-50,4,62,1.85,24.182000000000002,15.807222222222222,0.3773136699642006,0.3353899288570672
1363,24d10m55.2s,15d47m27.8s,22,22,22,0,4,-28,1.41,24.182000000000002,15.791055555555555,0.4611611521784674,0.4611611521784674
1364,24d10m55.5s,15d47m9.1s,28,28,28,0,4,120,2.16,24.182083333333335,15.78586111111111,0.5869323754998677,0.5869323754998677
1365,24d10m55.7s,15d47m36.2s,21,21,21,0,4,97,3.0,24.18213888888889,15.793388888888888,0.44019928162490074,0.44019928162490074
1366,24d10m55.8s,15d46m5.2s,53,52,53,90,2,215,4.1,24.182166666666667,15.768111111111113,1.1109791393390354,1.0900172687854683
1367,24d10m55.8s,15d48m22.1s,32,32,32,0,2,135,3.7,24.182166666666667,15.80613888888889,0.6707798577141344,0.6707798577141344
1368,24d10m56.0s,15d48m13.0s,26,26,26,0,2,106,3.56,24.182222222222222,15.803611111111111,0.5450086343927342,0.5450086343927342
1369,24d10m56.3s,15d48m9.8s,25,25,25,0,4,-19,1.46,24.18230555555556,15.802722222222222,0.5240467638391675,0.5240467638391675
1370,24d10m56.6s,15d47m9.3s,36,36,36,0,4,64,2.8,24.18238888888889,15.785916666666667,0.7546273399284013,0.7546273399284013
1371,24d10m56.7s,15d46m10.4s,41,40,41,0,4,-28,1.45,24.18241666666667,15.769555555555556,0.8594366926962348,0.8384748221426681
1372,24d10m56.9s,15d47m6.7s,38,38,38,0,2,39,3.21,24.182472222222223,15.785194444444445,0.7965510810355346,0.7965510810355346
1373,24d10m56.9s,15d48m1.4s,29,25,28,-70,4,64,1.87,24.182472222222223,15.80038888888889,0.6078942460534343,0.5240467638391675
1374,24d10m56.9s,15d47m26.5s,33,33,33,0,4,-19,2.25,24.182472222222223,15.790694444444444,0.6917417282677011,0.6917417282677011
1375,24d10m57.0s,15d46m24.7s,12,12,12,0,2,-280,4.51,24.1825,15.773527777777778,0.2515424466428004,0.2515424466428004
1376,24d10m57.1s,15d45m31.4s,34,34,34,0,4,-10,2.31,24.18252777777778,15.758722222222222,0.7127035988212679,0.7127035988212679
1377,24d10m57.1s,15d46m23.2s,41,35,39,0,4,-30,1.45,24.18252777777778,15.773111111111112,0.8594366926962348,0.7336654693748346
1378,24d10m57.2s,15d47m5.5s,22,21,22,0,4,-33,1.45,24.182555555555556,15.78486111111111,0.4611611521784674,0.44019928162490074
1379,24d10m57.2s,15d47m4.6s,17,17,17,0,2,120,3.64,24.182555555555556,15.784611111111111,0.35635179941063394,0.35635179941063394
1380,24d10m57.3s,15d48m11.1s,25,25,25,0,2,127,3.67,24.182583333333334,15.803083333333333,0.5240467638391675,0.5240467638391675
1381,24d10m57.3s,15d48m11.8s,29,29,29,0,4,40,1.77,24.182583333333334,15.803277777777778,0.6078942460534343,0.6078942460534343
1382,24d10m57.6s,15d47m22.0s,17,17,17,0,4,-64,1.73,24.182666666666666,15.789444444444444,0.35635179941063394,0.35635179941063394
1383,24d10m57.7s,15d46m41.7s,21,18,20,0,4,-20,1.49,24.182694444444447,15.778250000000002,0.44019928162490074,0.3773136699642006
1384,24d10m57.8s,15d47m7.2s,16,16,16,0,4,-23,1.48,24.182722222222225,15.785333333333334,0.3353899288570672,0.3353899288570672
1385,24d10m57.8s,15d47m5.9s,21,21,21,0,4,-33,1.47,24.182722222222225,15.784972222222223,0.44019928162490074,0.44019928162490074
1386,24d10m58.0s,15d47m3.1s,22,22,22,0,2,123,3.66,24.18277777777778,15.784194444444445,0.4611611521784674,0.4611611521784674
1387,24d10m58.1s,15d48m11.2s,27,22,26,70,4,-49,1.53,24.182805555555557,15.803111111111113,0.565970504946301,0.4611611521784674
1388,24d10m58.4s,15d46m53.7s,41,41,41,0,4,66,1.88,24.18288888888889,15.781583333333334,0.8594366926962348,0.8594366926962348
1389,24d10m58.4s,15d47m25.3s,37,37,37,0,2,135,3.72,24.18288888888889,15.79036111111111,0.7755892104819679,0.7755892104819679
1390,24d10m58.4s,15d48m12.5s,36,30,34,0,4,-40,1.5,24.18288888888889,15.803472222222222,0.7546273399284013,0.628856116607001
1391,24d10m58.6s,15d46m59.7s,43,43,43,0,4,-6,2.33,24.182944444444445,15.78325,0.9013604338033682,0.9013604338033682
1392,24d10m58.6s,15d46m23.8s,36,33,35,90,4,-10,1.55,24.182944444444445,15.773277777777778,0.7546273399284013,0.6917417282677011
1393,24d10m58.7s,15d47m8.5s,35,35,35,0,2,41,3.24,24.182972222222222,15.785694444444445,0.7336654693748346,0.7336654693748346
1394,24d10m58.7s,15d48m1.2s,33,31,33,90,4,30,1.71,24.182972222222222,15.800333333333334,0.6917417282677011,0.6498179871605677
1395,24d10m58.8s,15d47m18.0s,32,32,32,0,4,-6,2.29,24.183,15.788333333333334,0.6707798577141344,0.6707798577141344
1396,24d10m59.4s,15d46m25.5s,28,28,28,0,4,-34,1.54,24.18316666666667,15.773750000000001,0.5869323754998677,0.5869323754998677
1397,24d10m59.4s,15d46m58.6s,66,56,63,0,2,202,4.07,24.18316666666667,15.782944444444444,1.3834834565354022,1.1738647509997353
1398,24d10m59.5s,15d48m20.0s,34,34,34,0,4,-37,1.57,24.183194444444446,15.805555555555557,0.7127035988212679,0.7127035988212679
1399,24d10m59.7s,15d46m55.9s,23,17,21,-30,4,-16,1.56,24.18325,15.782194444444444,0.4821230227320341,0.35635179941063394
1400,24d10m59.8s,15d47m4.0s,19,19,19,0,2,139,3.74,24.18327777777778,15.784444444444444,0.3982755405177673,0.3982755405177673
1401,24d10m59.8s,15d48m12.3s,21,21,21,0,4,78,2.84,24.18327777777778,15.803416666666667,0.44019928162490074,0.44019928162490074
1402,24d10m59.8s,15d46m11.3s,19,17,18,90,4,42,1.78,24.18327777777778,15.769805555555557,0.3982755405177673,0.35635179941063394
1403,24d10m59.8s,15d47m19.1s,23,22,23,0,4,-28,1.57,24.18327777777778,15.788638888888888,0.4821230227320341,0.4611611521784674
1404,24d10m60.0s,15d46m59.5s,25,25,25,0,4,85,2.88,24.183333333333334,15.783194444444446,0.5240467638391675,0.5240467638391675
1405,24d11m0.0s,15d46m10.3s,124,107,118,0,4,-18,1.58,24.183333333333334,15.769527777777778,2.599271948642271,2.242920149231637
1406,24d11m0.4s,15d47m2.2s,22,22,22,0,4,78,2.83,24.183444444444444,15.783944444444444,0.4611611521784674,0.4611611521784674
1407,24d11m0.4s,15d46m11.9s,31,31,31,0,4,-12,2.2,24.183444444444444,15.769972222222224,0.6498179871605677,0.6498179871605677
1408,24d11m0.6s,15d46m29.2s,25,25,25,0,4,19,1.67,24.1835,15.774777777777778,0.5240467638391675,0.5240467638391675
1409,24d11m0.6s,15d47m12.0s,34,25,31,0,4,-9,1.6,24.1835,15.786666666666667,0.7127035988212679,0.5240467638391675
1410,24d11m0.6s,15d47m4.5s,31,31,31,0,2,47,3.27,24.1835,15.784583333333334,0.6498179871605677,0.6498179871605677
1411,24d11m0.8s,15d48m0.9s,50,50,50,0,4,77,2.82,24.183555555555557,15.80025,1.048093527678335,1.048093527678335
1412,24d11m1.2s,15d46m12.9s,27,27,27,0,2,42,3.25,24.183666666666667,15.77025,0.565970504946301,0.565970504946301
1413,24d11m1.4s,15d47m60.0s,28,28,28,0,2,52,3.3,24.183722222222222,15.8,0.5869323754998677,0.5869323754998677
1414,24d11m1.9s,15d48m0.9s,127,115,123,60,4,-18,1.66,24.18386111111111,15.80025,2.662157560302971,2.4106151136601706
1415,24d11m1.9s,15d46m57.6s,21,21,21,0,4,-10,1.66,24.18386111111111,15.782666666666668,0.44019928162490074,0.44019928162490074
1416,24d11m2.0s,15d46m59.7s,51,51,51,0,2,-276,4.37,24.183888888888887,15.78325,1.0690553982319018,1.0690553982319018
1417,24d11m2.1s,15d45m36.3s,30,29,30,0,4,17,1.7,24.18391666666667,15.760083333333334,0.628856116607001,0.6078942460534343
1418,24d11m2.1s,15d47m8.4s,22,22,22,0,4,31,1.75,24.18391666666667,15.785666666666666,0.4611611521784674,0.4611611521784674
1419,24d11m2.5s,15d47m11.3s,17,17,17,0,4,99,2.94,24.18402777777778,15.786472222222223,0.35635179941063394,0.35635179941063394
1420,24d11m2.5s,15d46m10.6s,31,31,31,0,4,90,2.88,24.18402777777778,15.769611111111113,0.6498179871605677,0.6498179871605677
1421,24d11m2.6s,15d46m12.1s,30,21,27,0,4,22,1.73,24.184055555555556,15.770027777777779,0.628856116607001,0.44019928162490074
1422,24d11m2.7s,15d47m9.4s,48,30,42,90,4,3,1.69,24.184083333333334,15.785944444444445,1.0061697865712016,0.628856116607001
1423,24d11m2.7s,15d47m3.1s,15,15,15,0,4,-17,2.04,24.184083333333334,15.784194444444445,0.3144280583035005,0.3144280583035005
1424,24d11m2.8s,15d46m37.2s,33,33,33,0,2,88,3.49,24.18411111111111,15.777000000000001,0.6917417282677011,0.6917417282677011
1425,24d11m2.9s,15d48m5.0s,28,27,28,0,4,16,1.72,24.18413888888889,15.801388888888889,0.5869323754998677,0.565970504946301
1426,24d11m3.0s,15d47m6.3s,20,19,20,90,4,-5,1.71,24.184166666666666,15.785083333333333,0.41923741107133405,0.3982755405177673
1427,24d11m3.0s,15d46m59.2s,31,29,31,0,4,22,1.74,24.184166666666666,15.783111111111111,0.6498179871605677,0.6078942460534343
1428,24d11m3.1s,15d47m8.0s,38,35,37,-60,4,-14,2.08,24.184194444444444,15.785555555555556,0.7965510810355346,0.7336654693748346
1429,24d11m3.1s,15d46m36.4s,12,12,12,0,4,3,1.72,24.184194444444444,15.77677777777778,0.2515424466428004,0.2515424466428004
1430,24d11m3.3s,15d47m0.1s,32,32,32,0,4,108,2.99,24.18425,15.78336111111111,0.6707798577141344,0.6707798577141344
1431,24d11m3.3s,15d46m9.8s,18,17,18,90,4,0,1.75,24.18425,15.769388888888889,0.3773136699642006,0.35635179941063394
1432,24d11m3.9s,15d46m58.2s,48,48,48,0,4,87,2.85,24.184416666666667,15.782833333333334,1.0061697865712016,1.0061697865712016
1433,24d11m3.9s,15d46m13.9s,95,74,88,0,2,38,3.24,24.184416666666667,15.77052777777778,1.9913777025888366,1.5511784209639359
1434,24d11m4.1s,15d47m58.2s,24,24,24,0,4,107,2.97,24.184472222222222,15.7995,0.5030848932856008,0.5030848932856008
1435,24d11m4.1s,15d46m10.9s,36,36,36,0,2,-207,4.83,24.184472222222222,15.769694444444445,0.7546273399284013,0.7546273399284013
1436,24d11m4.2s,15d45m26.8s,23,23,23,0,4,9,1.76,24.1845,15.757444444444445,0.4821230227320341,0.4821230227320341
1437,24d11m4.3s,15d47m0.4s,32,32,32,0,4,4,1.78,24.184527777777777,15.783444444444445,0.6707798577141344,0.6707798577141344
1438,24d11m4.5s,15d46m59.1s,32,32,32,0,4,4,1.78,24.184583333333332,15.783083333333334,0.6707798577141344,0.6707798577141344
1439,24d11m4.6s,15d46m57.5s,16,16,16,0,4,12,2.28,24.18461111111111,15.78263888888889,0.3353899288570672,0.3353899288570672
1440,24d11m4.7s,15d46m31.2s,32,32,32,0,2,12,3.11,24.184638888888887,15.775333333333334,0.6707798577141344,0.6707798577141344
1441,24d11m4.7s,15d47m54.5s,53,52,52,0,4,72,1.94,24.184638888888887,15.798472222222221,1.1109791393390354,1.0900172687854683
1442,24d11m4.8s,15d47m17.1s,46,46,46,0,2,62,3.36,24.18466666666667,15.788083333333333,0.9642460454640682,0.9642460454640682
1443,24d11m4.8s,15d48m0.8s,28,26,28,90,4,-5,1.96,24.18466666666667,15.800222222222223,0.5869323754998677,0.5450086343927342
1444,24d11m5.0s,15d46m44.6s,26,26,26,0,4,116,3.02,24.184722222222224,15.779055555555557,0.5450086343927342,0.5450086343927342
1445,24d11m5.0s,15d46m10.3s,40,40,40,0,4,12,2.22,24.184722222222224,15.769527777777778,0.8384748221426681,0.8384748221426681
1446,24d11m5.4s,15d46m34.2s,14,14,14,0,4,24,1.82,24.184833333333334,15.776166666666667,0.2934661877499338,0.2934661877499338
1447,24d11m5.4s,15d47m3.8s,35,35,35,0,4,20,2.32,24.184833333333334,15.78438888888889,0.7336654693748346,0.7336654693748346
1448,24d11m5.5s,15d46m30.8s,80,80,80,0,4,170,3.34,24.18486111111111,15.775222222222222,1.6769496442853362,1.6769496442853362
1449,24d11m5.7s,15d46m2.6s,16,16,16,0,4,83,1.99,24.184916666666666,15.76738888888889,0.3353899288570672,0.3353899288570672
1450,24d11m5.8s,15d47m17.7s,307,240,285,-50,2,-230,4.6,24.184944444444444,15.78825,6.435294259944977,5.030848932856008
1451,24d11m5.9s,15d45m32.7s,28,17,25,90,4,90,2.03,24.18497222222222,15.759083333333333,0.5869323754998677,0.35635179941063394
1452,24d11m5.9s,15d47m19.2s,27,27,27,0,4,24,2.31,24.18497222222222,15.788666666666666,0.565970504946301,0.565970504946301
1453,24d11m5.9s,15d46m31.6s,14,14,14,0,4,83,1.99,24.18497222222222,15.775444444444446,0.2934661877499338,0.2934661877499338
1454,24d11m6.1s,15d47m17.0s,9,9,9,90,4,90,2.03,24.18502777777778,15.788055555555555,0.1886568349821003,0.1886568349821003
1455,24d11m6.2s,15d47m18.8s,34,34,34,0,4,13,2.14,24.185055555555557,15.788555555555556,0.7127035988212679,0.7127035988212679
1456,24d11m6.2s,15d46m38.4s,20,18,19,0,4,23,2.31,24.185055555555557,15.777333333333335,0.41923741107133405,0.3773136699642006
1457,24d11m6.6s,15d46m32.7s,19,19,19,0,4,84,2.0,24.185166666666667,15.77575,0.3982755405177673,0.3982755405177673
1458,24d11m6.7s,15d47m16.1s,92,92,92,0,4,110,2.96,24.185194444444445,15.787805555555556,1.9284920909281364,1.9284920909281364
1459,24d11m6.9s,15d46m13.1s,20,20,20,0,4,82,2.0,24.18525,15.770305555555556,0.41923741107133405,0.41923741107133405
1460,24d11m6.9s,15d47m15.4s,22,22,22,0,4,13,2.14,24.18525,15.787611111111111,0.4611611521784674,0.4611611521784674
1461,24d11m7.0s,15d46m39.7s,44,44,44,0,4,34,2.39,24.185277777777777,15.777694444444446,0.9223223043569349,0.9223223043569349
1462,24d11m7.1s,15d46m30.5s,21,21,21,0,4,66,1.96,24.185305555555555,15.77513888888889,0.44019928162490074,0.44019928162490074
